X_mean,X_std,X_max,X_min,X_sum_sq,Y_mean,Y_std,Y_max,Y_min,Y_sum_sq,Z_mean,Z_std,Z_max,Z_min,Z_sum_sq,is_accelerometer,is_gyroscope,label,motion
0.41361335,0.4541956,1.3199791,-0.063501,113.21089,0.34639215,0.42146102,0.742248,-0.55388,89.28508,0.5172385,0.3337555,0.88334095,-0.182451,113.67852,1.0,0.0,0,SAFE — Medium Walking Hand
0.1808476,0.5911153,2.4316103,-6.088624,114.63694,-0.08195424,0.56489897,2.4142802,-6.334472,97.7482,0.055562355,0.88077605,3.295315,-4.5735345,233.65608,1.0,0.0,1,DANGER — Mediumheight Free Fall
0.06983368,0.7290835,4.7971582,-5.0649257,160.93185,-0.30098292,0.64713466,1.9196159,-7.691419,152.81221,0.45774052,0.68453217,4.4156823,-3.9653754,203.43321,1.0,0.0,1,DANGER — Mediumheight Free Fall
0.0067130486,0.38331863,5.0009894,-1.7184309,44.093475,0.5459948,0.6466316,1.811735,-6.447462,214.87283,0.09331479,0.6970967,4.433318,-2.407443,148.39545,1.0,0.0,1,DANGER — Mediumheight Free Fall
0.29161686,0.33843374,2.1146824,-0.49568915,59.87334,-0.33539313,0.5587434,0.664753,-3.3951504,127.404816,0.30806163,0.7033677,2.7440565,-1.0519341,176.88843,1.0,0.0,1,DANGER — Mediumheight Free Fall
0.2916134,0.49638823,1.2864791,-4.032876,99.43189,-0.30102843,0.5001118,1.2626177,-2.947903,102.218994,-0.25618228,0.7692811,1.0420531,-5.5579686,197.22684,1.0,0.0,1,DANGER — Mediumheight Free Fall
0.16705339,0.37230575,2.878659,-3.223838,49.955524,-0.43759176,0.56227523,0.84146476,-4.1540184,152.29199,0.08024188,0.7607461,3.8397365,-3.967517,175.55203,1.0,0.0,1,DANGER — Mediumheight Free Fall
0.7678769,0.9349214,3.457907,-2.080893,439.1139,0.48237985,0.46935833,1.7675359,-0.874496,135.89627,0.07191738,0.33810693,0.75938904,-0.82612306,35.846523,1.0,0.0,1,DANGER — Moderate Vigorous Shaking
0.83405465,1.9218116,4.956555,-4.032893,1316.7021,0.2622089,0.9978107,2.868464,-1.624064,319.31393,-0.15479767,0.7451886,1.991101,-2.835219,173.7805,1.0,0.0,1,DANGER — Moderate Vigorous Shaking
0.45353663,1.405693,3.456931,-2.458117,654.50055,-0.04666744,1.742657,3.8376322,-3.4482079,911.70935,0.039258786,0.32981217,0.806237,-0.786595,33.095192,1.0,0.0,1,DANGER — Moderate Vigorous Shaking
0.7028591,0.5015209,1.807491,-1.9105809,223.66023,0.6089508,0.20391063,1.155584,-0.17323999,123.720184,-0.039419826,0.22094485,0.88675696,-0.69680303,15.111164,1.0,0.0,1,DANGER — Moderate Vigorous Shaking
1.3015277,3.0156882,6.5464587,-6.553413,3236.5051,-0.49549893,1.3353177,3.0007122,-3.3950162,608.57776,-0.14846343,1.1471654,3.6908052,-2.773731,401.40894,1.0,0.0,1,DANGER — Moderate Vigorous Shaking
0.56349766,0.63060105,3.050915,-2.914397,214.55618,0.70033205,0.33588448,1.807552,-0.84911996,180.98502,-0.28560933,0.18131047,0.437797,-1.318027,34.33385,1.0,0.0,1,DANGER — Moderate Vigorous Shaking
0.58975726,0.509936,2.7601628,-0.66434,182.35449,-0.5855801,0.74820495,0.52556175,-4.345827,270.81442,0.06593439,0.5819874,1.9517369,-1.9254282,102.91699,1.0,0.0,0,SAFE — Running In Pocket
0.6753135,0.5343882,3.144698,-0.38973555,222.4857,-0.7612761,0.68258923,0.6737316,-3.3804662,313.64084,-0.14372906,0.35685596,0.99197483,-1.110058,44.40126,1.0,0.0,0,SAFE — Running In Pocket
0.65163034,0.60310817,5.1806684,-0.5865459,236.50848,-0.77382946,0.7746982,0.9867743,-3.7452087,359.6908,-0.1106902,0.37597075,1.081822,-1.3529545,46.081894,1.0,0.0,0,SAFE — Running In Pocket
0.6432122,0.6582245,4.9912,-0.96302,254.09442,-0.8020958,1.0040078,1.2055035,-4.697736,495.4168,-0.0923349,0.44477424,1.5372223,-1.5468128,61.90496,1.0,0.0,0,SAFE — Running In Pocket
0.5486319,0.7501593,2.6647172,-1.3680513,259.1208,-0.8736991,1.5196426,1.616653,-6.177752,921.7992,-0.095896564,0.6659814,2.3416712,-2.4386463,135.81822,1.0,0.0,0,SAFE — Running In Pocket
0.41946068,0.5834513,2.3949003,-1.0779369,154.9088,-0.9679161,1.1532767,0.91886115,-4.8478327,680.0726,-0.011256497,0.57790816,2.3961241,-1.7018045,100.23136,1.0,0.0,0,SAFE — Running In Pocket
0.3560974,0.4555152,2.0331104,-1.3223629,100.28984,-0.98793817,0.78605765,0.31162018,-4.1808314,478.17255,0.03694534,0.4240354,2.0238256,-1.1962342,54.351295,1.0,0.0,0,SAFE — Running In Pocket
0.63932157,0.22802685,1.4801233,0.010095191,138.21849,-0.29577947,0.36704266,0.39707753,-1.1274952,66.66174,-0.16415396,0.58640176,1.1558535,-0.80700344,111.24407,1.0,0.0,0,SAFE — Sitting In Pocket
0.697431,0.0028721609,0.7093095,0.6895321,145.92549,-0.015047188,0.006158841,-0.001728419,-0.035379056,0.079304755,-0.7320792,0.0025522707,-0.71961886,-0.7369489,160.78395,1.0,0.0,0,SAFE — Sitting In Pocket
0.695319,0.0013313717,0.6993214,0.6924842,145.04108,-0.012239654,0.0035958895,-0.005613538,-0.019777397,0.048821867,-0.73482555,0.00096502824,-0.73185545,-0.7369489,161.99084,1.0,0.0,0,SAFE — Sitting In Pocket
0.6949055,0.0013095974,0.6986025,0.69106174,144.86862,-0.013250754,0.0037256829,-0.007143112,-0.020297451,0.056838956,-0.7352243,0.0010648294,-0.73185545,-0.7376678,162.16676,1.0,0.0,0,SAFE — Sitting In Pocket
0.6946251,0.0012621862,0.69840366,0.6914747,144.7517,-0.013142664,0.003827623,-0.006317142,-0.021001056,0.056214094,-0.7356092,0.0010726353,-0.7327732,-0.7381726,162.33661,1.0,0.0,0,SAFE — Sitting In Pocket
0.6920941,0.008337216,0.7132864,0.6734257,143.71913,-0.0015477253,0.01155411,0.034063622,-0.029061913,0.04076787,-0.7382503,0.004982343,-0.7194047,-0.75305533,163.51152,1.0,0.0,0,SAFE — Sitting In Pocket
0.69286656,0.0026726683,0.7054397,0.67882514,144.02136,-0.007075811,0.003854702,0.005307623,-0.016412333,0.01947775,-0.73753285,0.0019573115,-0.7291022,-0.7479619,163.18758,1.0,0.0,0,SAFE — Sitting In Pocket
0.69254494,0.0017999533,0.6986025,0.6870848,143.88652,-0.008315531,0.003482383,-0.0026461636,-0.017635994,0.024382515,-0.73809904,0.0014436434,-0.73430276,-0.74286836,163.4377,1.0,0.0,0,SAFE — Sitting In Pocket
0.6925661,0.017156538,0.83341914,0.5418823,143.98264,0.0034046797,0.011200668,0.03456838,-0.022744771,0.041114043,-0.7376805,0.0071500847,-0.6695406,-0.80577976,163.26707,1.0,0.0,0,SAFE — Sitting In Pocket
0.6913721,0.0012517228,0.69514567,0.6883085,143.39908,0.0032318886,0.002918252,0.0074490267,-0.004695793,0.0056883898,-0.7390433,0.00094757107,-0.7352205,-0.7418436,163.85577,1.0,0.0,0,SAFE — Sitting In Pocket
0.5116819,0.31523615,1.2657686,-0.0459943,108.357666,0.04437397,0.17414504,0.53086936,-0.40553606,9.688664,-0.0350089,0.8054129,2.1370142,-0.7806947,194.97466,1.0,0.0,0,SAFE — Sitting In Pocket
0.1035557,0.0009776506,0.11023642,0.09922349,3.2174218,0.14779736,0.0005486373,0.14959238,0.1459214,6.553309,0.9898719,0.0017190025,0.9983991,0.9800442,293.95483,1.0,0.0,0,SAFE — Sitting Working
0.10359537,0.00054355786,0.10503587,0.10186966,3.2196887,0.14777938,0.0004947626,0.14908761,0.14633438,6.5516963,0.99031687,0.0007065281,0.9922808,0.98790616,294.2184,1.0,0.0,0,SAFE — Sitting Working
0.10341672,0.0016817526,0.11023642,0.094114706,3.2093534,0.14756513,0.0010607598,0.15295744,0.14102675,6.5329776,0.9902457,0.004289014,1.0242031,0.9509823,294.18146,1.0,0.0,0,SAFE — Sitting Working
0.10393269,0.000553202,0.105341785,0.10258855,3.240693,0.14680202,0.00049848284,0.14836872,0.14541663,6.4653244,0.99058133,0.00086035405,0.99350446,0.98810506,294.37564,1.0,0.0,0,SAFE — Sitting Working
0.03432768,0.08522403,0.1251192,-0.43898785,2.5324574,0.3508291,0.22195166,0.7642824,0.079430796,51.70308,0.91066194,0.11603893,1.1597233,0.5081246,252.83105,1.0,0.0,0,SAFE — Sitting Working
0.116849944,0.16298518,0.41563123,-0.14408591,12.065423,0.48146805,0.082859926,0.6050996,0.27940735,71.60317,0.86439914,0.06331883,1.035216,0.7266549,225.35854,1.0,0.0,0,SAFE — Sitting Working
0.025376914,0.088877946,0.26013473,-0.35160327,2.562983,0.41142684,0.105265334,0.55503666,0.11655356,54.105854,0.9131435,0.09839717,1.6722379,0.69239247,253.05392,1.0,0.0,0,SAFE — Sitting Working
-0.050376788,0.20420748,0.09310519,-0.7088047,13.271555,0.19967344,0.050873585,0.44888416,0.15857098,12.737282,0.96196955,0.07936553,1.2676041,0.6263148,279.5053,1.0,0.0,0,SAFE — Sitting Working
0.06964366,0.0012729531,0.08484549,0.06454804,1.4555581,0.17295285,0.00089333183,0.18273826,0.1695839,8.974046,0.98958904,0.0038629812,1.0313462,0.9524201,293.7904,1.0,0.0,0,SAFE — Sitting Working
-0.05203979,0.054341275,0.07842128,-0.20904692,1.6983342,0.21356182,0.06539763,0.3536376,0.07361842,14.965651,0.9807812,0.06762215,1.152886,0.78814375,289.95135,1.0,0.0,0,SAFE — Slow Walking
-0.03366318,0.060107164,0.11675241,-0.4349039,1.4238242,0.1989264,0.06960284,0.37494457,0.0055064675,13.32488,0.9874345,0.072068624,1.1870568,0.8357594,294.06622,1.0,0.0,0,SAFE — Slow Walking
0.001279285,0.05253612,0.13440369,-0.12920314,0.82850415,0.1962375,0.051453076,0.32243428,0.06679651,12.346973,0.98913467,0.07092646,1.1704303,0.81495726,295.0254,1.0,0.0,0,SAFE — Slow Walking
-0.020176921,0.043686736,0.143367,-0.17998502,0.6946917,0.21792585,0.055188965,0.33049515,0.09972825,15.16125,0.98364705,0.068729736,1.1482973,0.80230767,291.68558,1.0,0.0,0,SAFE — Slow Walking
0.0058390484,0.052306175,0.14244926,-0.12042339,0.8310091,0.18741329,0.05965207,0.32171538,0.024779106,11.604633,0.98805434,0.074322164,1.2183518,0.79181474,294.53256,1.0,0.0,0,SAFE — Slow Walking
-0.027915904,0.047482807,0.0876905,-0.18487965,0.91017437,0.21640922,0.054201607,0.3380359,0.085855015,14.931231,0.98530716,0.0673902,1.2200956,0.79741305,292.61148,1.0,0.0,0,SAFE — Slow Walking
-0.053482946,0.044674303,0.044250585,-0.18243234,1.4568655,0.20058553,0.05269273,0.35221508,0.066582374,12.903323,0.9836433,0.07546405,1.2251891,0.7905911,291.9747,1.0,0.0,0,SAFE — Slow Walking
-0.061347403,0.059020482,0.10870685,-0.2608383,2.1740763,0.19320655,0.04870689,0.36097956,0.07433731,11.91034,0.9868411,0.08593948,1.2825022,0.7163456,294.37225,1.0,0.0,0,SAFE — Slow Walking
-0.07305976,0.056693733,0.09116264,-0.2612513,2.5655725,0.25842994,0.05611849,0.4147135,0.12929492,20.980597,0.9755496,0.08912272,1.2317204,0.74929255,287.89197,1.0,0.0,0,SAFE — Slow Walking
-0.06396767,0.05052874,0.06526694,-0.22412853,1.9935048,0.23224981,0.059368834,0.37249726,0.11880204,17.23939,0.97617155,0.08095637,1.1851143,0.7835551,287.83945,1.0,0.0,0,SAFE — Slow Walking
-0.069446705,0.056964297,0.12114229,-0.21883622,2.420333,0.23322485,0.045912683,0.36414576,0.11705833,16.950542,0.9768512,0.06406897,1.2204932,0.7798841,287.50293,1.0,0.0,0,SAFE — Slow Walking
-0.6325017,4.0020695,6.8958263,-7.989074,4924.9854,-3.6372323,2.9136584,1.4608506,-7.9880495,6515.659,0.6324034,3.1310196,7.9895787,-4.488276,3060.9653,1.0,0.0,1,DANGER — Strong Vigorous Shaking
-0.8490659,4.5385666,6.859728,-7.98886,6395.8496,-4.5678434,2.1515536,1.2918785,-7.9880495,7648.313,0.71213263,3.3795822,7.9895787,-5.6800284,3578.6125,1.0,0.0,1,DANGER — Strong Vigorous Shaking
-0.3505993,3.5519822,7.842434,-7.8768034,3821.849,-1.652405,1.675779,2.1491592,-5.4564967,1661.6033,0.50185275,1.6332108,5.193823,-2.7834125,875.7701,1.0,0.0,1,DANGER — Strong Vigorous Shaking
-0.53060806,2.4744077,5.561838,-6.4165645,1921.2715,-0.821817,1.0523775,1.3177742,-4.9181933,534.86444,0.38498148,1.1587985,3.097801,-1.8529265,447.30737,1.0,0.0,1,DANGER — Strong Vigorous Shaking
0.02740686,1.7767273,4.1326036,-4.49389,947.2533,-0.67670244,1.0847664,1.7558442,-4.217449,490.3933,0.64060885,0.7466401,2.353403,-1.6336925,290.35532,1.0,0.0,1,DANGER — Strong Vigorous Shaking
0.31508234,1.6286768,3.9853518,-3.9445734,825.5595,-0.39561135,0.80732775,1.8332407,-2.4056075,242.48593,0.6183057,0.5838099,2.151698,-1.5851438,216.94077,1.0,0.0,1,DANGER — Strong Vigorous Shaking
-0.01826011,0.085470594,0.22718768,-0.2745127,2.2915962,0.3899868,0.08843463,0.69228536,0.18304417,47.973118,0.92225695,0.053299546,1.0537696,0.70126396,256.01962,1.0,0.0,1,DANGER — Strong Vigorous Shaking
0.20956132,0.60323024,4.4035378,-1.803873,122.34079,-0.21448706,0.64214706,2.2883503,-2.8689768,137.50725,0.6436223,0.6040148,2.9163935,-1.4888877,233.72504,1.0,0.0,1,DANGER — Sudden Snatching
-0.4529873,0.6768342,1.2708775,-3.0785284,198.99062,-0.3559241,0.58280754,1.7860382,-2.1317217,139.90398,0.6280211,0.7061475,4.9638815,-2.0707378,267.91644,1.0,0.0,1,DANGER — Sudden Snatching
-0.7506076,0.4731496,0.610499,-2.246027,236.18471,-0.24326345,0.45623,1.1764414,-1.5938165,80.19688,0.6125499,0.36067823,2.2017763,-0.5516716,151.59186,1.0,0.0,1,DANGER — Sudden Snatching
-0.34070653,0.64130974,1.9716214,-1.7010856,158.20775,-0.18662862,0.5993651,3.2209778,-1.8657749,118.22063,0.7534594,0.40973637,2.5062535,-0.52311444,220.67549,1.0,0.0,1,DANGER — Sudden Snatching
0.1540649,0.371152,1.3531686,-0.9048962,48.446945,-0.4502089,0.5982767,1.0169681,-2.9173112,168.18692,0.84275013,0.4126652,2.515232,-0.5543178,264.1561,1.0,0.0,1,DANGER — Sudden Snatching
0.44858694,0.45808998,2.1222386,-0.6543519,123.323006,0.0014692076,0.25419924,0.49649987,-0.8562557,19.385822,0.77868116,0.33327118,3.2028215,-0.01059995,215.22421,1.0,0.0,1,DANGER — Sudden Snatching
0.25597182,0.41681975,2.3255649,-1.35531,71.77808,0.19608393,0.2739919,0.83923155,-0.9683277,34.056145,0.8935313,0.46347377,3.7423637,-0.5936737,303.96185,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.5780602,0.5303827,1.6449043,-1.2134572,184.63782,-0.03650681,0.3862556,1.2704644,-2.3367767,45.157837,0.6466851,0.59714174,6.918265,-1.3046199,232.43398,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.3649647,0.48187175,1.904427,-1.2874887,109.61988,0.014871287,0.40223718,1.2160115,-0.73928916,48.60477,0.7646983,0.6046757,5.907017,-0.93426406,285.11887,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.37800923,0.4487935,1.8387471,-1.2647592,103.29198,0.17026487,0.36819625,1.3683572,-0.6533271,49.36758,0.76666623,0.47753918,2.665635,-0.3648494,244.74622,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.34585583,0.31927723,1.6354208,-0.95537215,66.46626,-0.24041156,0.38479736,0.5421882,-1.3994534,61.760017,0.8433094,0.3298709,1.8885195,-0.43470502,245.99567,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.44243693,0.5518179,2.0115893,-0.7190988,150.07602,0.04745846,0.48266345,1.0295106,-1.8396649,70.564896,0.6877131,0.39337283,2.0489109,-0.7488796,188.30745,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.75188816,0.28896132,2.1913753,0.12898901,194.65033,-0.4024635,0.2752902,0.08239817,-1.1430968,71.32847,0.54012215,0.2543704,1.4139386,-0.26818025,106.93086,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.61234254,0.54134613,2.7391617,-0.7293011,200.4057,-0.23854227,0.52460104,1.0792677,-3.0006118,99.63261,0.5945438,0.6709221,3.3841372,-0.54065865,241.08565,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.39475858,0.6096252,2.4638383,-2.1798422,158.24316,-0.2312617,0.63307005,1.3329782,-1.717819,136.27791,-0.04598548,0.791612,5.142322,-1.8898351,188.62927,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.22287734,0.4172511,2.052383,-1.3157399,67.131836,0.44938076,0.20045257,1.254358,-0.9697501,72.63728,0.8112268,0.39875996,3.9523132,-1.6513284,245.12953,1.0,0.0,1,DANGER — Trip And Fall Accidental Impact Copy
0.51750207,0.29494563,1.2286612,-0.39504316,106.44039,-0.578681,0.41513348,0.3256005,-1.409457,152.16223,0.08158005,0.4655312,1.186338,-1.1349441,67.01238,1.0,0.0,0,SAFE — Walking In Pocket
0.61545706,0.19705272,1.4223053,0.051806685,125.28514,-0.78669274,0.17607534,-0.352108,-1.8443608,194.9664,-0.13499019,0.1408306,0.2400361,-0.5753188,11.416682,1.0,0.0,0,SAFE — Walking In Pocket
0.5193077,0.22850429,1.2771946,-0.23586038,96.568405,-0.83332616,0.17918931,-0.3464945,-1.6206299,217.9624,-0.1663791,0.10639559,0.097479776,-0.5189387,11.700607,1.0,0.0,0,SAFE — Walking In Pocket
0.6216612,0.18201286,1.4134338,0.08646684,125.877396,-0.78337365,0.14192566,-0.46050897,-1.4078202,190.14516,-0.12874351,0.12933403,0.22005986,-0.6078529,9.990655,1.0,0.0,0,SAFE — Walking In Pocket
0.6398692,0.17332946,1.3211393,0.13755462,131.84273,-0.77008265,0.14152405,-0.43439913,-1.2103064,183.91689,-0.1459319,0.10045609,0.15632251,-0.53851724,9.416264,1.0,0.0,0,SAFE — Walking In Pocket
0.6153721,0.16978641,1.452285,0.15785208,122.25309,-0.7883279,0.16103917,-0.28837067,-1.4344348,194.21835,-0.11689079,0.09864386,0.20170498,-0.5980636,7.0182204,1.0,0.0,0,SAFE — Walking In Pocket
0.6171925,0.15924373,1.4223053,0.12797949,121.88554,-0.78083825,0.13367714,-0.4255276,-1.2348713,188.27339,-0.15561359,0.1131774,0.1103282,-0.55656624,11.107414,1.0,0.0,0,SAFE — Walking In Pocket
0.61929816,0.13958432,1.1966319,0.2683944,120.90419,-0.7846544,0.119131364,-0.46876866,-1.0718186,188.96243,-0.13539664,0.09419194,0.16967568,-0.4588723,8.161312,1.0,0.0,0,SAFE — Walking In Pocket
0.6169822,0.15664308,1.271581,0.18048978,121.56123,-0.78502554,0.13643734,-0.5171032,-1.2175412,190.46408,-0.15007322,0.10392897,0.08576323,-0.61416996,9.996961,1.0,0.0,0,SAFE — Walking In Pocket
0.6061191,0.13700943,1.2149868,0.19292521,115.84557,-0.7989514,0.11929665,-0.45000076,-1.1707363,195.76651,-0.113661245,0.1036788,0.15040305,-0.5487042,7.1004515,1.0,0.0,0,SAFE — Walking In Pocket
0.60158014,0.15741675,1.2183518,0.23963843,116.0036,-0.7902777,0.12968445,-0.45122445,-1.1385081,192.40707,-0.14341499,0.09436154,0.11207192,-0.5360699,8.841587,1.0,0.0,0,SAFE — Walking In Pocket
0.593587,0.18359688,1.4107723,0.12195296,115.815994,-0.8091992,0.14099678,-0.35720152,-1.2388482,202.40503,-0.105395064,0.10967258,0.16193604,-0.4583676,6.940859,1.0,0.0,0,SAFE — Walking In Pocket
0.60110104,0.18540089,1.2848425,0.1480628,118.70879,-0.71998286,0.31695095,0.4833455,-1.3362362,185.64996,-0.046731964,0.26286077,0.96688986,-0.51332515,21.383898,1.0,0.0,0,SAFE — Walking In Pocket
